C,SETP.WORLD,DVD_DISPATCHPRICE,AEMO,PUBLIC,2026/07/08,18:11:00,001783498260880,MONTHLY_ARCHIVE,001783498260880
I,DISPATCH,PRICE,5,SETTLEMENTDATE,RUNNO,REGIONID,DISPATCHINTERVAL,INTERVENTION,RRP,EEP,ROP,APCFLAG,MARKETSUSPENDEDFLAG,LASTCHANGED,RAISE6SECRRP,RAISE6SECROP,RAISE6SECAPCFLAG,RAISE60SECRRP,RAISE60SECROP,RAISE60SECAPCFLAG,RAISE5MINRRP,RAISE5MINROP,RAISE5MINAPCFLAG,RAISEREGRRP,RAISEREGROP,RAISEREGAPCFLAG,LOWER6SECRRP,LOWER6SECROP,LOWER6SECAPCFLAG,LOWER60SECRRP,LOWER60SECROP,LOWER60SECAPCFLAG,LOWER5MINRRP,LOWER5MINROP,LOWER5MINAPCFLAG,LOWERREGRRP,LOWERREGROP,LOWERREGAPCFLAG,PRICE_STATUS,PRE_AP_ENERGY_PRICE,PRE_AP_RAISE6_PRICE,PRE_AP_RAISE60_PRICE,PRE_AP_RAISE5MIN_PRICE,PRE_AP_RAISEREG_PRICE,PRE_AP_LOWER6_PRICE,PRE_AP_LOWER60_PRICE,PRE_AP_LOWER5MIN_PRICE,PRE_AP_LOWERREG_PRICE,CUMUL_PRE_AP_ENERGY_PRICE,CUMUL_PRE_AP_RAISE6_PRICE,CUMUL_PRE_AP_RAISE60_PRICE,CUMUL_PRE_AP_RAISE5MIN_PRICE,CUMUL_PRE_AP_RAISEREG_PRICE,CUMUL_PRE_AP_LOWER6_PRICE,CUMUL_PRE_AP_LOWER60_PRICE,CUMUL_PRE_AP_LOWER5MIN_PRICE,CUMUL_PRE_AP_LOWERREG_PRICE,OCD_STATUS,MII_STATUS,RAISE1SECRRP,RAISE1SECROP,RAISE1SECAPCFLAG,LOWER1SECRRP,LOWER1SECROP,LOWER1SECAPCFLAG,PRE_AP_RAISE1_PRICE,PRE_AP_LOWER1_PRICE,CUMUL_PRE_AP_RAISE1_PRICE,CUMUL_PRE_AP_LOWER1_PRICE
D,DISPATCH,PRICE,5,"2026/06/12 19:20:00",1,QLD1,20260612184,0,71.69,0,71.69,0,0,"2026/06/12 19:15:01",0.05,0.05,0,0.04,0.04,0,0.03,0.03,0,1.47,1.47,0,1,1,0,0.28,0.28,0,0.03,0.03,0,0.4,0.4,0,FIRM,71.69,0.05,0.04,0.03,1.47,1,0.28,0.03,0.4,147925.16993,88.48,63.53,35.76521,6567.91707,662.73787,566.08976,96.17515,2673.23656,NOT_OCD,NOT_MII,0.03,0.03,0,0.1,0.1,0,0.03,0.1,44.63,116.76396
D,DISPATCH,PRICE,5,"2026/06/12 19:20:00",1,SA1,20260612184,0,-2.99989,0,-2.99989,0,0,"2026/06/12 19:15:01",0.05,0.05,0,0.05,0.05,0,0.03,0.03,0,1.47,1.47,0,0,0,0,0,0,0,0,0,0,0.37,0.37,0,FIRM,-2.99989,0.05,0.05,0.03,1.47,0,0,0,0.37,119821.58561,115.03,95.73,44.39521,6576.47707,31.81504,83.19087,21.81417,2598.87558,NOT_OCD,NOT_MII,0.03,0.03,0,0,0,0,0.03,0,60.87,16.18
D,DISPATCH,PRICE,5,"2026/06/12 19:20:00",1,TAS1,20260612184,0,79.2,0,79.2,0,0,"2026/06/12 19:15:01",36.28714,36.28714,0,0.38,0.38,0,0.38,0.38,0,5.36,5.36,0,3,3,0,0.38,0.38,0,0.38,0.38,0,1.39,1.39,0,FIRM,79.2,36.28714,0.38,0.38,5.36,3,0.38,0.38,1.39,164204.1288,8444.91355,802.65605,285.26244,9110.39176,1646.41408,539.72151,228.07208,4498.99047,NOT_OCD,NOT_MII,0,0,0,0,0,0,0,0,18,0.22
D,DISPATCH,PRICE,5,"2026/06/12 19:20:00",1,VIC1,20260612184,0,1.19833,0,1.19833,0,0,"2026/06/12 19:15:01",0.05,0.05,0,0.05,0.05,0,0.03,0.03,0,1.47,1.47,0,0,0,0,0,0,0,0,0,0,0.37,0.37,0,FIRM,1.19833,0.05,0.05,0.03,1.47,0,0,0,0.37,98788.44437,91.98,75.29,36.22521,6568.30707,23.08,63.77145,21.10417,2598.16558,NOT_OCD,NOT_MII,0.03,0.03,0,0,0,0,0.03,0,44.68,0.93
D,DISPATCH,PRICE,5,"2026/06/12 19:25:00",1,NSW1,20260612185,0,70.06639,0,70.06639,0,0,"2026/06/12 19:20:08",0.04,0.04,0,0.04,0.04,0,0.02,0.02,0,0.02,0.02,0,0.01,0.01,0,0.1,0.1,0,0.03,0.03,0,0.37,0.37,0,FIRM,70.06639,0.04,0.04,0.02,0.02,0.01,0.1,0.03,0.37,163773.34162,91.97,75.29,36.21521,6565.82707,23.08,63.84145,21.12417,2597.04558,NOT_OCD,NOT_MII,0.03,0.03,0,0,0,0,0.03,0,44.68,0.93
D,DISPATCH,PRICE,5,"2026/06/12 19:25:00",1,QLD1,20260612185,0,67.83012,0,67.83012,0,0,"2026/06/12 19:20:08",0.04,0.04,0,0.04,0.04,0,0.02,0.02,0,0.02,0.02,0,0.2,0.2,0,0.28,0.28,0,0.03,0.03,0,0.37,0.37,0,FIRM,67.83012,0.04,0.04,0.02,0.02,0.2,0.28,0.03,0.37,147916.30005,88.47,63.53,35.75521,6565.43707,662.92787,566.33976,96.19515,2672.11656,NOT_OCD,NOT_MII,0.03,0.03,0,0.04,0.04,0,0.03,0.04,44.63,116.80396
D,DISPATCH,PRICE,5,"2026/06/12 19:30:00",1,NSW1,20260612186,0,66.89008,0,66.89008,0,0,"2026/06/12 19:25:09",0.05,0.05,0,0.04,0.04,0,0.02,0.02,0,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0.72,0.72,0,FIRM,66.89008,0.05,0.04,0.02,0.02,0,0,0,0.72,163757.74977,91.97,75.3,36.20521,6564.93707,23.07,63.81145,21.11417,2597.04558,NOT_OCD,NOT_MII,0.04,0.04,0,0,0,0,0.04,0,44.7,0.93
D,DISPATCH,PRICE,5,"2026/06/12 19:25:00",1,SA1,20260612185,0,-14.99,0,-14.99,0,0,"2026/06/12 19:20:08",0.04,0.04,0,0.04,0.04,0,0.02,0.02,0,0.02,0.02,0,0.01,0.01,0,0.1,0.1,0,0.03,0.03,0,0.37,0.37,0,FIRM,-14.99,0.04,0.04,0.02,0.02,0.01,0.1,0.03,0.37,119716.65279,115.02,95.73,44.38521,6573.99707,31.81504,83.26087,21.83417,2597.75558,NOT_OCD,NOT_MII,0.03,0.03,0,0,0,0,0.03,0,60.87,16.18
D,DISPATCH,PRICE,5,"2026/06/12 19:25:00",1,TAS1,20260612185,0,70.36692,0,70.36692,0,0,"2026/06/12 19:20:08",1.58577,1.58577,0,0.38,0.38,0,0.38,0.38,0,3.54692,3.54692,0,0.38,0.38,0,0.38,0.38,0,0.38,0.38,0,2.39,2.39,0,FIRM,70.36692,1.58577,0.38,0.38,3.54692,0.38,0.38,0.38,2.39,164187.27572,8446.11932,802.65605,285.26244,9109.66868,1646.41408,539.72151,228.45208,4499.58047,NOT_OCD,NOT_MII,0,0,0,0,0,0,0,0,18,0.22
D,DISPATCH,PRICE,5,"2026/06/12 19:25:00",1,VIC1,20260612185,0,-12.69386,0,-12.69386,0,0,"2026/06/12 19:20:08",0.04,0.04,0,0.04,0.04,0,0.02,0.02,0,0.02,0.02,0,0.01,0.01,0,0.1,0.1,0,0.03,0.03,0,0.37,0.37,0,FIRM,-12.69386,0.04,0.04,0.02,0.02,0.01,0.1,0.03,0.37,98697.06186,91.97,75.29,36.21521,6565.82707,23.08,63.84145,21.12417,2597.04558,NOT_OCD,NOT_MII,0.03,0.03,0,0,0,0,0.03,0,44.68,0.93
D,DISPATCH,PRICE,5,"2026/06/12 19:30:00",1,QLD1,20260612186,0,65.7,0,65.7,0,0,"2026/06/12 19:25:09",0.05,0.05,0,0.04,0.04,0,0.02,0.02,0,0.02,0.02,0,0.1,0.1,0,0.1,0.1,0,0.01,0.01,0,0.73,0.73,0,FIRM,65.7,0.05,0.04,0.02,0.02,0.1,0.1,0.01,0.73,147903.01005,88.47,63.54,35.74521,6564.54707,663.01787,566.40976,96.19515,2672.12656,NOT_OCD,NOT_MII,0.04,0.04,0,0.01,0.01,0,0.04,0.01,44.65,116.81396
D,DISPATCH,PRICE,5,"2026/06/12 19:30:00",1,SA1,20260612186,0,-3.01,0,-3.01,0,0,"2026/06/12 19:25:09",0.05,0.05,0,0.04,0.04,0,0.02,0.02,0,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0.72,0.72,0,FIRM,-3.01,0.05,0.04,0.02,0.02,0,0,0,0.72,119616.2927,115.02,95.74,44.37521,6573.10707,31.80504,83.23087,21.82417,2597.75558,NOT_OCD,NOT_MII,0.04,0.04,0,0,0,0,0.04,0,60.89,16.18
D,DISPATCH,PRICE,5,"2026/06/12 19:30:00",1,TAS1,20260612186,0,70.24,0,70.24,0,0,"2026/06/12 19:25:09",0.38,0.38,0,0.38,0.38,0,0,0,0,3.36,3.36,0,3,3,0,1,1,0,0.38,0.38,0,2.39,2.39,0,FIRM,70.24,0.38,0.38,0,3.36,3,1,0.38,2.39,164170.29572,8446.11932,802.65605,284.88244,9108.75868,1649.03408,540.34151,228.83208,4500.17047,NOT_OCD,NOT_MII,0,0,0,0,0,0,0,0,18,0.22
D,DISPATCH,PRICE,5,"2026/06/12 19:30:00",1,VIC1,20260612186,0,-2.91387,0,-2.91387,0,0,"2026/06/12 19:25:09",0.05,0.05,0,0.04,0.04,0,0.02,0.02,0,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0.72,0.72,0,FIRM,-2.91387,0.05,0.04,0.02,0.02,0,0,0,0.72,98613.64799,91.97,75.3,36.20521,6564.93707,23.07,63.81145,21.11417,2597.04558,NOT_OCD,NOT_MII,0.04,0.04,0,0,0,0,0.04,0,44.7,0.93
D,DISPATCH,PRICE,5,"2026/06/12 19:35:00",1,NSW1,20260612187,0,70.40023,0,70.40023,0,0,"2026/06/12 19:30:08",0.04,0.04,0,0.04,0.04,0,0.02,0.02,0,1.47,1.47,0,0,0,0,0.01,0.01,0,0.01,0.01,0,1,1,0,FIRM,70.40023,0.04,0.04,0.02,1.47,0,0.01,0.01,1,163738.45,91.96,75.3,36.19521,6565.90707,23.06,63.81145,21.11417,2594.05558,NOT_OCD,NOT_MII,0.03,0.03,0,0,0,0,0.03,0,44.71,0.93
D,DISPATCH,PRICE,5,"2026/06/12 19:35:00",1,QLD1,20260612187,0,67.83012,0,67.83012,0,0,"2026/06/12 19:30:08",0.04,0.04,0,0.04,0.04,0,0.02,0.02,0,1.47,1.47,0,0.2,0.2,0,0.38,0.38,0,0.03,0.03,0,1.02,1.02,0,FIRM,67.83012,0.04,0.04,0.02,1.47,0.2,0.38,0.03,1.02,147886.34016,88.46,63.54,35.73521,6565.51707,663.20787,566.77976,96.21515,2669.15656,NOT_OCD,NOT_MII,0.03,0.03,0,0.01,0.01,0,0.03,0.01,44.66,116.82396
D,DISPATCH,PRICE,5,"2026/06/12 19:35:00",1,SA1,20260612187,0,-3,0,-3,0,0,"2026/06/12 19:30:08",0.04,0.04,0,0.04,0.04,0,0.02,0.02,0,1.47,1.47,0,0,0,0,0.01,0.01,0,0.01,0.01,0,1,1,0,FIRM,-3,0.04,0.04,0.02,1.47,0,0.01,0.01,1,119515.47063,115.01,95.74,44.36521,6574.07707,31.79504,83.23087,21.82417,2594.76558,NOT_OCD,NOT_MII,0.03,0.03,0,0,0,0,0.03,0,60.9,16.18
D,DISPATCH,PRICE,5,"2026/06/12 19:35:00",1,TAS1,20260612187,0,74.90519,0,74.90519,0,0,"2026/06/12 19:30:08",10.02472,10.02472,0,3,3,0,3,3,0,5.36,5.36,0,0.38,0.38,0,0.38,0.38,0,0.38,0.38,0,1.39,1.39,0,FIRM,74.90519,10.02472,3,3,5.36,0.38,0.38,0.38,1.39,164157.98091,8455.76404,805.27605,287.50244,9109.84868,1649.03408,540.34151,229.21208,4499.76047,NOT_OCD,NOT_MII,0,0,0,0,0,0,0,0,18,0.22
D,DISPATCH,PRICE,5,"2026/06/12 19:35:00",1,VIC1,20260612187,0,-3.09895,0,-3.09895,0,0,"2026/06/12 19:30:08",0.04,0.04,0,0.04,0.04,0,0.02,0.02,0,1.47,1.47,0,0,0,0,0.01,0.01,0,0.01,0.01,0,1,1,0,FIRM,-3.09895,0.04,0.04,0.02,1.47,0,0.01,0.01,1,98523.60689,91.96,75.3,36.19521,6565.90707,23.06,63.81145,21.11417,2594.05558,NOT_OCD,NOT_MII,0.03,0.03,0,0,0,0,0.03,0,44.71,0.93
D,DISPATCH,PRICE,5,"2026/06/12 19:40:00",1,NSW1,20260612188,0,77.1133,0,77.1133,0,0,"2026/06/12 19:35:09",0.04,0.04,0,0.04,0.04,0,0.01,0.01,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0.7,0.7,0,FIRM,77.1133,0.04,0.04,0.01,0.01,0,0,0,0.7,163733.46273,91.95,75.3,36.17521,6565.00707,23.05,63.78145,21.10417,2594.03558,NOT_OCD,NOT_MII,0.03,0.03,0,0,0,0,0.03,0,44.71,0.93
D,DISPATCH,PRICE,5,"2026/06/12 19:40:00",1,QLD1,20260612188,0,72.5,0,72.5,0,0,"2026/06/12 19:35:09",0.04,0.04,0,0.04,0.04,0,0.01,0.01,0,0.01,0.01,0,1,1,0,1,1,0,0.03,0.03,0,0.73,0.73,0,FIRM,72.5,0.04,0.04,0.01,0.01,1,1,0.03,0.73,147879.85016,88.45,63.54,35.71521,6564.61707,664.19787,567.74976,96.23515,2669.16656,NOT_OCD,NOT_MII,0.03,0.03,0,0.03,0.03,0,0.03,0.03,44.66,116.85396
D,DISPATCH,PRICE,5,"2026/06/12 19:40:00",1,SA1,20260612188,0,-3,0,-3,0,0,"2026/06/12 19:35:09",0.04,0.04,0,0.04,0.04,0,0.01,0.01,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0.7,0.7,0,FIRM,-3,0.04,0.04,0.01,0.01,0,0,0,0.7,119426.59237,115,95.74,44.34521,6573.17707,31.78504,83.20087,21.81417,2594.74558,NOT_OCD,NOT_MII,0.03,0.03,0,0,0,0,0.03,0,60.9,16.18
D,DISPATCH,PRICE,5,"2026/06/12 19:40:00",1,TAS1,20260612188,0,74.87361,0,74.87361,0,0,"2026/06/12 19:35:09",19.29059,19.29059,0,2.96923,2.96923,0,3,3,0,5.36,5.36,0,0.38,0.38,0,0.38,0.38,0,0,0,0,1.39,1.39,0,FIRM,74.87361,19.29059,2.96923,3,5.36,0.38,0.38,0,1.39,164145.63452,8474.67463,807.86528,290.12244,9110.93868,1649.03408,540.34151,229.21208,4499.35047,NOT_OCD,NOT_MII,0,0,0,0,0,0,0,0,18,0.22
D,DISPATCH,PRICE,5,"2026/06/12 19:40:00",1,VIC1,20260612188,0,-3.13058,0,-3.13058,0,0,"2026/06/12 19:35:09",0.04,0.04,0,0.04,0.04,0,0.01,0.01,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0.7,0.7,0,FIRM,-3.13058,0.04,0.04,0.01,0.01,0,0,0,0.7,98442.22631,91.95,75.3,36.17521,6565.00707,23.05,63.78145,21.10417,2594.03558,NOT_OCD,NOT_MII,0.03,0.03,0,0,0,0,0.03,0,44.71,0.93
D,DISPATCH,PRICE,5,"2026/06/12 19:45:00",1,NSW1,20260612189,0,67.58491,0,67.58491,0,0,"2026/06/12 19:40:03",0.09,0.09,0,0.09,0.09,0,0.03,0.03,0,1.49,1.49,0,0.01,0.01,0,0.03,0.03,0,0.02,0.02,0,0.93,0.93,0,FIRM,67.58491,0.09,0.09,0.03,1.49,0.01,0.03,0.02,0.93,163720.65764,91.99,75.35,36.17521,6565.49707,23.05,63.79145,21.11417,2593.07558,NOT_OCD,NOT_MII,0.03,0.03,0,0,0,0,0.03,0,44.71,0.93
D,DISPATCH,PRICE,5,"2026/06/12 19:45:00",1,QLD1,20260612189,0,65.69,0,65.69,0,0,"2026/06/12 19:40:03",0.09,0.09,0,0.09,0.09,0,0.03,0.03,0,1.49,1.49,0,0.2,0.2,0,0.2,0.2,0,0.02,0.02,0,0.93,0.93,0,FIRM,65.69,0.09,0.09,0.03,1.49,0.2,0.2,0.02,0.93,147868.01016,88.49,63.59,35.71521,6565.10707,664.38787,567.92976,96.24515,2668.20656,NOT_OCD,NOT_MII,0.03,0.03,0,0.04,0.04,0,0.03,0.04,44.66,116.89396
D,DISPATCH,PRICE,5,"2026/06/12 19:45:00",1,SA1,20260612189,0,-3,0,-3,0,0,"2026/06/12 19:40:03",0.09,0.09,0,0.09,0.09,0,0.03,0.03,0,1.49,1.49,0,0.01,0.01,0,0.03,0.03,0,0.02,0.02,0,0.93,0.93,0,FIRM,-3,0.09,0.09,0.03,1.49,0.01,0.03,0.02,0.93,119340.10644,115.04,95.79,44.34521,6573.66707,31.78504,83.21087,21.82417,2593.78558,NOT_OCD,NOT_MII,0.03,0.03,0,0,0,0,0.03,0,60.9,16.18
D,DISPATCH,PRICE,5,"2026/06/12 19:45:00",1,TAS1,20260612189,0,77.8996,0,77.8996,0,0,"2026/06/12 19:40:03",73.14624,73.14624,0,3,3,0,0.38,0.38,0,5.36,5.36,0,0.38,0.38,0,0.38,0.38,0,0.38,0.38,0,1.39,1.39,0,FIRM,77.8996,73.14624,3,0.38,5.36,0.38,0.38,0.38,1.39,164136.31412,8434.5342,810.48528,290.12244,9111.02868,1649.03408,540.34151,229.59208,4498.94047,NOT_OCD,NOT_MII,0,0,0,0,0,0,0,0,18,0.22
D,DISPATCH,PRICE,5,"2026/06/12 19:45:00",1,VIC1,20260612189,0,-0.1,0,-0.1,0,0,"2026/06/12 19:40:03",0.09,0.09,0,0.09,0.09,0,0.03,0.03,0,1.49,1.49,0,0.01,0.01,0,0.03,0.03,0,0.02,0.02,0,0.93,0.93,0,FIRM,-0.1,0.09,0.09,0.03,1.49,0.01,0.03,0.02,0.93,98365.46009,91.99,75.35,36.17521,6565.49707,23.05,63.79145,21.11417,2593.07558,NOT_OCD,NOT_MII,0.03,0.03,0,0,0,0,0.03,0,44.71,0.93
D,DISPATCH,PRICE,5,"2026/06/12 19:50:00",1,NSW1,20260612190,0,67.58986,0,67.58986,0,0,"2026/06/12 19:45:09",0.04,0.04,0,0.04,0.04,0,0.01,0.01,0,0.01,0.01,0,0.01,0.01,0,0.03,0.03,0,0.01,0.01,0,0.93,0.93,0,FIRM,67.58986,0.04,0.04,0.01,0.01,0.01,0.03,0.01,0.93,163704.40331,91.98,75.36,36.15521,6562.01707,23.05,63.79145,21.11417,2590.01558,NOT_OCD,NOT_MII,0.03,0.03,0,0,0,0,0.03,0,44.72,0.93
D,DISPATCH,PRICE,5,"2026/06/12 19:50:00",1,QLD1,20260612190,0,65.69,0,65.69,0,0,"2026/06/12 19:45:09",0.04,0.04,0,0.04,0.04,0,0.01,0.01,0,0.01,0.01,0,0.2,0.2,0,0.2,0.2,0,0.01,0.01,0,0.93,0.93,0,FIRM,65.69,0.04,0.04,0.01,0.01,0.2,0.2,0.01,0.93,147853.31934,88.48,63.6,35.69521,6561.62707,664.57787,568.09976,96.24515,2665.14656,NOT_OCD,NOT_MII,0.03,0.03,0,0.01,0.01,0,0.03,0.01,44.67,116.90396
D,DISPATCH,PRICE,5,"2026/06/12 19:50:00",1,SA1,20260612190,0,-3,0,-3,0,0,"2026/06/12 19:45:09",0.04,0.04,0,0.04,0.04,0,0.01,0.01,0,0.01,0.01,0,0.01,0.01,0,0.03,0.03,0,0.01,0.01,0,0.93,0.93,0,FIRM,-3,0.04,0.04,0.01,0.01,0.01,0.03,0.01,0.93,119246.46091,115.03,95.8,44.32521,6570.18707,31.78504,83.21087,21.82417,2590.72558,NOT_OCD,NOT_MII,0.03,0.03,0,0,0,0,0.03,0,60.91,16.18
D,DISPATCH,PRICE,5,"2026/06/12 19:50:00",1,TAS1,20260612190,0,74.854,0,74.854,0,0,"2026/06/12 19:45:09",19.21358,19.21358,0,2.95853,2.95853,0,3,3,0,5.36,5.36,0,0.38,0.38,0,0.38,0.38,0,0.38,0.38,0,1.39,1.39,0,FIRM,74.854,19.21358,2.95853,3,5.36,0.38,0.38,0.38,1.39,164123.96812,8453.36778,811.92381,292.74244,9112.11868,1649.03408,540.34151,229.97208,4498.53047,NOT_OCD,NOT_MII,0,0,0,0,0,0,0,0,18,0.22
D,DISPATCH,PRICE,5,"2026/06/12 19:50:00",1,VIC1,20260612190,0,-3.15888,0,-3.15888,0,0,"2026/06/12 19:45:09",0.04,0.04,0,0.04,0.04,0,0.01,0.01,0,0.01,0.01,0,0.01,0.01,0,0.03,0.03,0,0.01,0.01,0,0.93,0.93,0,FIRM,-3.15888,0.04,0.04,0.01,0.01,0.01,0.03,0.01,0.93,98281.80121,91.98,75.36,36.15521,6562.01707,23.05,63.79145,21.11417,2590.01558,NOT_OCD,NOT_MII,0.03,0.03,0,0,0,0,0.03,0,44.72,0.93
D,DISPATCH,PRICE,5,"2026/06/12 19:55:00",1,TAS1,20260612191,0,73.18,0,73.18,0,0,"2026/06/12 19:50:09",12.63714,12.63714,0,0.38,0.38,0,0.38,0.38,0,5.36,5.36,0,0.38,0.38,0,0.38,0.38,0,0,0,0,2.39,2.39,0,FIRM,73.18,12.63714,0.38,0.38,5.36,0.38,0.38,0,2.39,164116.96812,8374.13159,810.78381,292.74244,9113.20868,1649.03408,540.34151,229.97208,4499.12047,NOT_OCD,NOT_MII,0,0,0,0,0,0,0,0,18,0.22
D,DISPATCH,PRICE,5,"2026/06/12 19:55:00",1,NSW1,20260612191,0,66.0394,0,66.0394,0,0,"2026/06/12 19:50:09",0.04,0.04,0,0.04,0.04,0,0.02,0.02,0,1,1,0,0.03,0.03,0,0.03,0.03,0,0.01,0.01,0,1,1,0,FIRM,66.0394,0.04,0.04,0.02,1,0.03,0.03,0.01,1,163689.00455,91.97,75.36,36.14521,6559.55707,23.07,63.81145,21.11417,2589.64558,NOT_OCD,NOT_MII,0.03,0.03,0,0,0,0,0.03,0,44.72,0.93
D,DISPATCH,PRICE,5,"2026/06/12 19:55:00",1,QLD1,20260612191,0,65.69,0,65.69,0,0,"2026/06/12 19:50:09",0.04,0.04,0,0.04,0.04,0,0.02,0.02,0,1,1,0,0.03,0.03,0,0.03,0.03,0,0.01,0.01,0,1,1,0,FIRM,65.69,0.04,0.04,0.02,1,0.03,0.03,0.01,1,147841.27934,88.47,63.6,35.68521,6559.16707,664.59787,568.11976,96.24515,2664.77656,NOT_OCD,NOT_MII,0.03,0.03,0,0.01,0.01,0,0.03,0.01,44.67,116.91396
D,DISPATCH,PRICE,5,"2026/06/12 19:55:00",1,SA1,20260612191,0,-4.62177,0,-4.62177,0,0,"2026/06/12 19:50:09",0.04,0.04,0,0.04,0.04,0,0.02,0.02,0,1,1,0,0.03,0.03,0,0.03,0.03,0,0.01,0.01,0,1,1,0,FIRM,-4.62177,0.04,0.04,0.02,1,0.03,0.03,0.01,1,119154.05627,115.02,95.8,44.31521,6567.72707,31.80504,83.23087,21.82417,2590.35558,NOT_OCD,NOT_MII,0.03,0.03,0,0,0,0,0.03,0,60.91,16.18
D,DISPATCH,PRICE,5,"2026/06/12 19:55:00",1,VIC1,20260612191,0,-4.68,0,-4.68,0,0,"2026/06/12 19:50:09",0.04,0.04,0,0.04,0.04,0,0.02,0.02,0,1,1,0,0.03,0.03,0,0.03,0.03,0,0.01,0.01,0,1,1,0,FIRM,-4.68,0.04,0.04,0.02,1,0.03,0.03,0.01,1,98198.87121,91.97,75.36,36.14521,6559.55707,23.07,63.81145,21.11417,2589.64558,NOT_OCD,NOT_MII,0.03,0.03,0,0,0,0,0.03,0,44.72,0.93
D,DISPATCH,PRICE,5,"2026/06/12 20:00:00",1,NSW1,20260612192,0,68.16468,0,68.16468,0,0,"2026/06/12 19:55:09",0.04,0.04,0,0.04,0.04,0,0.02,0.02,0,3.47,3.47,0,0,0,0,0,0,0,0,0,0,0.37,0.37,0,FIRM,68.16468,0.04,0.04,0.02,3.47,0,0,0,0.37,163675.52373,91.96,75.36,36.13521,6562.02707,23.06,63.80145,21.10417,2589.29558,NOT_OCD,NOT_MII,0.03,0.03,0,0,0,0,0.03,0,44.72,0.93
D,DISPATCH,PRICE,5,"2026/06/12 20:00:00",1,QLD1,20260612192,0,65.7,0,65.7,0,0,"2026/06/12 19:55:09",0.04,0.04,0,0.04,0.04,0,0.02,0.02,0,3.47,3.47,0,0.2,0.2,0,0.28,0.28,0,0.01,0.01,0,0.38,0.38,0,FIRM,65.7,0.04,0.04,0.02,3.47,0.2,0.28,0.01,0.38,147829.24934,88.46,63.6,35.67521,6561.63707,664.78787,568.38976,96.24515,2664.43656,NOT_OCD,NOT_MII,0.03,0.03,0,0.01,0.01,0,0.03,0.01,44.67,116.92396
D,DISPATCH,PRICE,5,"2026/06/12 20:00:00",1,SA1,20260612192,0,-3.01,0,-3.01,0,0,"2026/06/12 19:55:09",0.04,0.04,0,0.04,0.04,0,0.02,0.02,0,3.47,3.47,0,0,0,0,0,0,0,0,0,0,0.37,0.37,0,FIRM,-3.01,0.04,0.04,0.02,3.47,0,0,0,0.37,119064.74014,115.01,95.8,44.30521,6570.19707,31.79504,83.22087,21.81417,2590.00558,NOT_OCD,NOT_MII,0.03,0.03,0,0,0,0,0.03,0,60.91,16.18
D,DISPATCH,PRICE,5,"2026/06/12 20:00:00",1,TAS1,20260612192,0,73.18,0,73.18,0,0,"2026/06/12 19:55:09",12.63714,12.63714,0,0.38,0.38,0,0.38,0.38,0,5.36,5.36,0,0.38,0.38,0,0.38,0.38,0,0.38,0.38,0,2.39,2.39,0,FIRM,73.18,12.63714,0.38,0.38,5.36,0.38,0.38,0.38,2.39,164109.96812,8386.38873,810.78381,292.74244,9114.29868,1649.03408,540.34151,230.35208,4499.71047,NOT_OCD,NOT_MII,0,0,0,0,0,0,0,0,18,0.22
D,DISPATCH,PRICE,5,"2026/06/12 20:00:00",1,VIC1,20260612192,0,-2.29,0,-2.29,0,0,"2026/06/12 19:55:09",0.04,0.04,0,0.04,0.04,0,0.02,0.02,0,3.47,3.47,0,0,0,0,0,0,0,0,0,0,0.37,0.37,0,FIRM,-2.29,0.04,0.04,0.02,3.47,0,0,0,0.37,98119.40161,91.96,75.36,36.13521,6562.02707,23.06,63.80145,21.10417,2589.29558,NOT_OCD,NOT_MII,0.03,0.03,0,0,0,0,0.03,0,44.72,0.93
D,DISPATCH,PRICE,5,"2026/06/12 20:05:00",1,NSW1,20260612193,0,78.72019,0,78.72019,0,0,"2026/06/12 20:00:10",0.05,0.05,0,0.09,0.09,0,0.02,0.02,0,1,1,0,0,0,0,0,0,0,0,0,0,0.93,0.93,0,FIRM,78.72019,0.05,0.09,0.02,1,0,0,0,0.93,163673.81336,91.96,75.42,36.12521,6562.02707,23.05,63.79145,21.09417,2589.02558,NOT_OCD,NOT_MII,0.03,0.03,0,0,0,0,0.03,0,44.73,0.93
D,DISPATCH,PRICE,5,"2026/06/12 20:05:00",1,QLD1,20260612193,0,72.5,0,72.5,0,0,"2026/06/12 20:00:10",0.04,0.04,0,0.03,0.03,0,0.02,0.02,0,1,1,0,1,1,0,1,1,0,0.03,0.03,0,0.96,0.96,0,FIRM,72.5,0.04,0.03,0.02,1,1,1,0.03,0.96,147824.21934,88.45,63.6,35.66521,6561.63707,665.77787,569.37976,96.26515,2664.19656,NOT_OCD,NOT_MII,0.03,0.03,0,0.03,0.03,0,0.03,0.03,44.68,116.95396
