C,SETP.WORLD,DVD_DISPATCHPRICE,AEMO,PUBLIC,2026/07/08,18:11:00,001783498260880,MONTHLY_ARCHIVE,001783498260880
I,DISPATCH,PRICE,5,SETTLEMENTDATE,RUNNO,REGIONID,DISPATCHINTERVAL,INTERVENTION,RRP,EEP,ROP,APCFLAG,MARKETSUSPENDEDFLAG,LASTCHANGED,RAISE6SECRRP,RAISE6SECROP,RAISE6SECAPCFLAG,RAISE60SECRRP,RAISE60SECROP,RAISE60SECAPCFLAG,RAISE5MINRRP,RAISE5MINROP,RAISE5MINAPCFLAG,RAISEREGRRP,RAISEREGROP,RAISEREGAPCFLAG,LOWER6SECRRP,LOWER6SECROP,LOWER6SECAPCFLAG,LOWER60SECRRP,LOWER60SECROP,LOWER60SECAPCFLAG,LOWER5MINRRP,LOWER5MINROP,LOWER5MINAPCFLAG,LOWERREGRRP,LOWERREGROP,LOWERREGAPCFLAG,PRICE_STATUS,PRE_AP_ENERGY_PRICE,PRE_AP_RAISE6_PRICE,PRE_AP_RAISE60_PRICE,PRE_AP_RAISE5MIN_PRICE,PRE_AP_RAISEREG_PRICE,PRE_AP_LOWER6_PRICE,PRE_AP_LOWER60_PRICE,PRE_AP_LOWER5MIN_PRICE,PRE_AP_LOWERREG_PRICE,CUMUL_PRE_AP_ENERGY_PRICE,CUMUL_PRE_AP_RAISE6_PRICE,CUMUL_PRE_AP_RAISE60_PRICE,CUMUL_PRE_AP_RAISE5MIN_PRICE,CUMUL_PRE_AP_RAISEREG_PRICE,CUMUL_PRE_AP_LOWER6_PRICE,CUMUL_PRE_AP_LOWER60_PRICE,CUMUL_PRE_AP_LOWER5MIN_PRICE,CUMUL_PRE_AP_LOWERREG_PRICE,OCD_STATUS,MII_STATUS,RAISE1SECRRP,RAISE1SECROP,RAISE1SECAPCFLAG,LOWER1SECRRP,LOWER1SECROP,LOWER1SECAPCFLAG,PRE_AP_RAISE1_PRICE,PRE_AP_LOWER1_PRICE,CUMUL_PRE_AP_RAISE1_PRICE,CUMUL_PRE_AP_LOWER1_PRICE
D,DISPATCH,PRICE,5,"2026/06/10 04:05:00",1,TAS1,20260610001,0,75.83306,0,75.83306,0,0,"2026/06/10 04:00:08",0.38,0.38,0,0.38,0.38,0,0.02,0.02,0,3.46,3.46,0,0.01,0.01,0,0.03,0.03,0,0.01,0.01,0,2.53,2.53,0,FIRM,75.83306,0.38,0.38,0.02,3.46,0.01,0.03,0.01,2.53,162955.27068,8895.66047,815.83423,423.63571,9077.22939,1440.69613,583.68527,172.9415,4932.18252,NOT_OCD,NOT_MII,0.03,0.03,0,0,0,0,0.03,0,16.47,0.25
D,DISPATCH,PRICE,5,"2026/06/10 04:05:00",1,VIC1,20260610001,0,-3.01,0,-3.01,0,0,"2026/06/10 04:00:08",0.04,0.04,0,0.03,0.03,0,0.02,0.02,0,6.81,6.81,0,0.01,0.01,0,0.03,0.03,0,0.01,0.01,0,0.01,0.01,0,FIRM,-3.01,0.04,0.03,0.02,6.81,0.01,0.03,0.01,0.01,81167.58404,95.76321,78.05,38.5,6698.98091,26.2,94.61472,34.11172,2892.56271,NOT_OCD,NOT_MII,0.03,0.03,0,0,0,0,0.03,0,53.86,1.7
D,DISPATCH,PRICE,5,"2026/06/10 04:10:00",1,NSW1,20260610002,0,70.06477,0,70.06477,0,0,"2026/06/10 04:05:02",0.04,0.04,0,0.03,0.03,0,0.02,0.02,0,1,1,0,0,0,0,0.01,0.01,0,0.01,0.01,0,3.39,3.39,0,FIRM,70.06477,0.04,0.03,0.02,1,0,0.01,0.01,3.39,137584.79193,95.77321,78.06,38.51,6698.98091,26.17,94.34472,34.11172,2895.23271,NOT_OCD,NOT_MII,0.03,0.03,0,0,0,0,0.03,0,53.85,1.69
D,DISPATCH,PRICE,5,"2026/06/10 04:10:00",1,QLD1,20260610002,0,64.5,0,64.5,0,0,"2026/06/10 04:05:02",0.04,0.04,0,0.03,0.03,0,0.02,0.02,0,1,1,0,0.29,0.29,0,0.38,0.38,0,0.03,0.03,0,3.41,3.41,0,FIRM,64.5,0.04,0.03,0.02,1,0.29,0.38,0.03,3.41,128033.18195,90.52321,70.37,36.57,6697.11091,378.92275,416.84563,66.38933,2927.51032,NOT_OCD,NOT_MII,0.03,0.03,0,0.01,0.01,0,0.03,0.01,53.8,46.19
D,DISPATCH,PRICE,5,"2026/06/10 04:10:00",1,SA1,20260610002,0,-12.06713,0,-12.06713,0,0,"2026/06/10 04:05:02",0.04,0.04,0,0.03,0.03,0,0.02,0.02,0,1,1,0,0,0,0,0.01,0.01,0,0.01,0.01,0,3.39,3.39,0,FIRM,-12.06713,0.04,0.03,0.02,1,0,0.01,0.01,3.39,97793.69762,1590.37151,5428.00016,264.19176,6924.66267,127.07352,393.33779,44.27112,2905.39211,NOT_OCD,NOT_MII,0.03,0.03,0,0,0,0,0.03,0,392.49,2029.96
D,DISPATCH,PRICE,5,"2026/06/10 04:10:00",1,TAS1,20260610002,0,66.61645,0,66.61645,0,0,"2026/06/10 04:05:02",0.38,0.38,0,0.38,0.38,0,0.02,0.02,0,3.46,3.46,0,0,0,0,0.01,0.01,0,0.01,0.01,0,2.53,2.53,0,FIRM,66.61645,0.38,0.38,0.02,3.46,0,0.01,0.01,2.53,162944.99341,8895.66047,815.83423,423.64571,9075.73939,1440.66613,583.41527,172.9415,4932.77252,NOT_OCD,NOT_MII,0.03,0.03,0,0,0,0,0.03,0,16.46,0.24
D,DISPATCH,PRICE,5,"2026/06/10 04:10:00",1,VIC1,20260610002,0,-11.74,0,-11.74,0,0,"2026/06/10 04:05:02",0.04,0.04,0,0.03,0.03,0,0.02,0.02,0,1,1,0,0,0,0,0.01,0.01,0,0.01,0.01,0,3.39,3.39,0,FIRM,-11.74,0.04,0.03,0.02,1,0,0.01,0.01,3.39,81155.94404,95.77321,78.06,38.51,6698.98091,26.17,94.34472,34.11172,2895.23271,NOT_OCD,NOT_MII,0.03,0.03,0,0,0,0,0.03,0,53.85,1.69
D,DISPATCH,PRICE,5,"2026/06/10 04:15:00",1,NSW1,20260610003,0,72.22858,0,72.22858,0,0,"2026/06/10 04:10:08",0.04,0.04,0,0.03,0.03,0,0.02,0.02,0,4.98,4.98,0,0,0,0,0.01,0.01,0,0.02,0.02,0,0.36,0.36,0,FIRM,72.22858,0.04,0.03,0.02,4.98,0,0.01,0.02,0.36,137615.24051,95.78321,78.07,38.51,6702.96091,26.14,94.15472,34.12172,2895.22271,NOT_OCD,NOT_MII,0.03,0.03,0,0,0,0,0.03,0,53.84,1.69
D,DISPATCH,PRICE,5,"2026/06/10 04:15:00",1,VIC1,20260610003,0,-2.99981,0,-2.99981,0,0,"2026/06/10 04:10:08",0.04,0.04,0,0.03,0.03,0,0.02,0.02,0,4.98,4.98,0,0,0,0,0.01,0.01,0,0.02,0.02,0,0.36,0.36,0,FIRM,-2.99981,0.04,0.03,0.02,4.98,0,0.01,0.02,0.36,81154.14725,95.78321,78.07,38.51,6702.96091,26.14,94.15472,34.12172,2895.22271,NOT_OCD,NOT_MII,0.03,0.03,0,0,0,0,0.03,0,53.84,1.69
D,DISPATCH,PRICE,5,"2026/06/10 04:15:00",1,QLD1,20260610003,0,66.99,0,66.99,0,0,"2026/06/10 04:10:08",0.04,0.04,0,0.03,0.03,0,0.02,0.02,0,4.98,4.98,0,0.29,0.29,0,0.28,0.28,0,0.03,0.03,0,0.37,0.37,0,FIRM,66.99,0.04,0.03,0.02,4.98,0.29,0.28,0.03,0.37,128036.06254,90.53321,70.38,36.57,6701.09091,379.18275,416.92563,66.40933,2927.51032,NOT_OCD,NOT_MII,0.03,0.03,0,0.1,0.1,0,0.03,0.1,53.79,46.29
D,DISPATCH,PRICE,5,"2026/06/10 04:15:00",1,SA1,20260610003,0,-2.91796,0,-2.91796,0,0,"2026/06/10 04:10:08",0.04,0.04,0,0.03,0.03,0,0.02,0.02,0,4.98,4.98,0,0,0,0,0.01,0.01,0,0.02,0.02,0,0.36,0.36,0,FIRM,-2.91796,0.04,0.03,0.02,4.98,0,0.01,0.02,0.36,97791.82966,1590.38151,5428.01016,264.19176,6928.64267,127.04352,393.14779,44.28112,2905.38211,NOT_OCD,NOT_MII,0.03,0.03,0,0,0,0,0.03,0,392.48,2029.96
D,DISPATCH,PRICE,5,"2026/06/10 04:15:00",1,TAS1,20260610003,0,75.84378,0,75.84378,0,0,"2026/06/10 04:10:08",0.38,0.38,0,0.38,0.38,0,0.02,0.02,0,3.46,3.46,0,0,0,0,0.01,0.01,0,0.02,0.02,0,2.53,2.53,0,FIRM,75.84378,0.38,0.38,0.02,3.46,0,0.01,0.02,2.53,162945.11581,8895.66047,815.83423,423.64571,9074.24939,1440.63613,583.22527,172.9515,4933.36252,NOT_OCD,NOT_MII,0.03,0.03,0,0,0,0,0.03,0,16.45,0.24
D,DISPATCH,PRICE,5,"2026/06/10 04:20:00",1,NSW1,20260610004,0,69.12336,0,69.12336,0,0,"2026/06/10 04:15:08",0.04,0.04,0,0.03,0.03,0,0.02,0.02,0,1.5,1.5,0,0.01,0.01,0,0.03,0.03,0,0.01,0.01,0,1,1,0,FIRM,69.12336,0.04,0.03,0.02,1.5,0.01,0.03,0.01,1,137642.58387,95.78321,78.07,38.52,6697.65091,26.1,93.90472,34.12172,2896.12271,NOT_OCD,NOT_MII,0.03,0.03,0,0,0,0,0.03,0,53.83,1.68
D,DISPATCH,PRICE,5,"2026/06/10 04:20:00",1,QLD1,20260610004,0,64.5,0,64.5,0,0,"2026/06/10 04:15:08",0.04,0.04,0,0.03,0.03,0,0.02,0.02,0,1.5,1.5,0,0.29,0.29,0,0.28,0.28,0,0.03,0.03,0,1.02,1.02,0,FIRM,64.5,0.04,0.03,0.02,1.5,0.29,0.28,0.03,1.02,128034.83254,90.53321,70.38,36.58,6695.78091,379.42275,416.92563,66.42933,2928.43032,NOT_OCD,NOT_MII,0.03,0.03,0,0.1,0.1,0,0.03,0.1,53.78,46.38
D,DISPATCH,PRICE,5,"2026/06/10 04:20:00",1,SA1,20260610004,0,-3.01,0,-3.01,0,0,"2026/06/10 04:15:08",0.04,0.04,0,0.03,0.03,0,0.02,0.02,0,1.5,1.5,0,0.01,0.01,0,0.03,0.03,0,0.01,0.01,0,1,1,0,FIRM,-3.01,0.04,0.03,0.02,1.5,0.01,0.03,0.01,1,97788.90918,1590.38151,5428.01016,264.20176,6923.33267,127.00352,392.89779,44.28112,2906.28211,NOT_OCD,NOT_MII,0.03,0.03,0,0,0,0,0.03,0,392.47,2029.95
D,DISPATCH,PRICE,5,"2026/06/10 04:20:00",1,TAS1,20260610004,0,75.92005,0,75.92005,0,0,"2026/06/10 04:15:08",0.38,0.38,0,0.38,0.38,0,0.02,0.02,0,3.46,3.46,0,0.01,0.01,0,0.03,0.03,0,0.01,0.01,0,2.53,2.53,0,FIRM,75.92005,0.38,0.38,0.02,3.46,0.01,0.03,0.01,2.53,162944.14241,8895.66047,815.83423,423.65571,9072.75939,1440.59613,582.97527,172.9515,4933.95252,NOT_OCD,NOT_MII,0.03,0.03,0,0,0,0,0.03,0,16.44,0.23
D,DISPATCH,PRICE,5,"2026/06/10 04:20:00",1,VIC1,20260610004,0,-2.91989,0,-2.91989,0,0,"2026/06/10 04:15:08",0.04,0.04,0,0.03,0.03,0,0.02,0.02,0,1.5,1.5,0,0.01,0.01,0,0.03,0.03,0,0.01,0.01,0,1,1,0,FIRM,-2.91989,0.04,0.03,0.02,1.5,0.01,0.03,0.01,1,81151.32736,95.78321,78.07,38.52,6697.65091,26.1,93.90472,34.12172,2896.12271,NOT_OCD,NOT_MII,0.03,0.03,0,0,0,0,0.03,0,53.83,1.68
D,DISPATCH,PRICE,5,"2026/06/10 04:25:00",1,NSW1,20260610005,0,57.67852,0,57.67852,0,0,"2026/06/10 04:20:03",0.04,0.04,0,0.03,0.03,0,0.02,0.02,0,0.57,0.57,0,0,0,0,0.01,0.01,0,0.01,0.01,0,1.84,1.84,0,FIRM,57.67852,0.04,0.03,0.02,0.57,0,0.01,0.01,1.84,137658.48239,95.79321,78.08,38.53,6694.78091,26.09,93.82472,34.12172,2897.59271,NOT_OCD,NOT_MII,0.03,0.03,0,0,0,0,0.03,0,53.82,1.68
D,DISPATCH,PRICE,5,"2026/06/10 04:25:00",1,QLD1,20260610005,0,53.75,0,53.75,0,0,"2026/06/10 04:20:03",0.04,0.04,0,0.03,0.03,0,0.02,0.02,0,0.57,0.57,0,0.29,0.29,0,0.28,0.28,0,0.03,0.03,0,1.86,1.86,0,FIRM,53.75,0.04,0.03,0.02,0.57,0.29,0.28,0.03,1.86,128021.7525,90.54321,70.39,36.59,6692.91091,379.70275,417.11563,66.44933,2929.92032,NOT_OCD,NOT_MII,0.03,0.03,0,0.01,0.01,0,0.03,0.01,53.77,46.39
D,DISPATCH,PRICE,5,"2026/06/10 04:25:00",1,SA1,20260610005,0,-3.01,0,-3.01,0,0,"2026/06/10 04:20:03",0.04,0.04,0,0.03,0.03,0,0.02,0.02,0,0.57,0.57,0,0,0,0,0.01,0.01,0,0.01,0.01,0,1.84,1.84,0,FIRM,-3.01,0.04,0.03,0.02,0.57,0,0.01,0.01,1.84,97787.71394,1590.39151,5428.02016,264.21176,6920.46267,126.99352,392.81779,44.28112,2907.75211,NOT_OCD,NOT_MII,0.03,0.03,0,0,0,0,0.03,0,392.46,2029.95
D,DISPATCH,PRICE,5,"2026/06/10 04:25:00",1,TAS1,20260610005,0,75.78914,0,75.78914,0,0,"2026/06/10 04:20:03",0.38,0.38,0,0.38,0.38,0,0.02,0.02,0,3.46,3.46,0,0,0,0,0.01,0.01,0,0.01,0.01,0,2.53,2.53,0,FIRM,75.78914,0.38,0.38,0.02,3.46,0,0.01,0.01,2.53,162945.0626,8895.66047,815.83423,423.66571,9071.26939,1440.58613,582.89527,172.9515,4934.54252,NOT_OCD,NOT_MII,0.03,0.03,0,0,0,0,0.03,0,16.43,0.23
D,DISPATCH,PRICE,5,"2026/06/10 04:25:00",1,VIC1,20260610005,0,-3.044,0,-3.044,0,0,"2026/06/10 04:20:03",0.04,0.04,0,0.03,0.03,0,0.02,0.02,0,0.57,0.57,0,0,0,0,0.01,0.01,0,0.01,0.01,0,1.84,1.84,0,FIRM,-3.044,0.04,0.03,0.02,0.57,0,0.01,0.01,1.84,81150.28336,95.79321,78.08,38.53,6694.78091,26.09,93.82472,34.12172,2897.59271,NOT_OCD,NOT_MII,0.03,0.03,0,0,0,0,0.03,0,53.82,1.68
D,DISPATCH,PRICE,5,"2026/06/10 04:30:00",1,NSW1,20260610006,0,67.0358,0,67.0358,0,0,"2026/06/10 04:25:08",0.04,0.04,0,0.03,0.03,0,0.02,0.02,0,1,1,0,0,0,0,0.01,0.01,0,0.01,0.01,0,0.1,0.1,0,FIRM,67.0358,0.04,0.03,0.02,1,0,0.01,0.01,0.1,137683.73819,95.79321,78.09,38.54,6694.78091,26.08,93.74472,34.12172,2897.32271,NOT_OCD,NOT_MII,0.03,0.03,0,0,0,0,0.03,0,53.81,1.68
D,DISPATCH,PRICE,5,"2026/06/10 04:30:00",1,QLD1,20260610006,0,61.73,0,61.73,0,0,"2026/06/10 04:25:08",0.04,0.04,0,0.03,0.03,0,0.02,0.02,0,1,1,0,0.38,0.38,0,0.28,0.28,0,0.03,0.03,0,0.12,0.12,0,FIRM,61.73,0.04,0.03,0.02,1,0.38,0.28,0.03,0.12,128016.65246,90.54321,70.4,36.6,6692.91091,380.07275,417.30563,66.46933,2929.67032,NOT_OCD,NOT_MII,0.03,0.03,0,0.03,0.03,0,0.03,0.03,53.76,46.42
D,DISPATCH,PRICE,5,"2026/06/10 04:30:00",1,SA1,20260610006,0,-5.13,0,-5.13,0,0,"2026/06/10 04:25:08",0.04,0.04,0,0.03,0.03,0,0.02,0.02,0,1,1,0,0,0,0,0.01,0.01,0,0.01,0.01,0,0.1,0.1,0,FIRM,-5.13,0.04,0.03,0.02,1,0,0.01,0.01,0.1,97783.63394,1590.39151,5428.03016,264.22176,6920.46267,126.98352,392.73779,44.28112,2907.48211,NOT_OCD,NOT_MII,0.03,0.03,0,0,0,0,0.03,0,392.45,2029.95
D,DISPATCH,PRICE,5,"2026/06/10 04:30:00",1,TAS1,20260610006,0,73.60305,0,73.60305,0,0,"2026/06/10 04:25:08",0.38,0.38,0,0.38,0.38,0,0.02,0.02,0,3.46,3.46,0,0,0,0,0.01,0.01,0,0.01,0.01,0,2.53,2.53,0,FIRM,73.60305,0.38,0.38,0.02,3.46,0,0.01,0.01,2.53,162942.92819,8895.66047,815.83423,423.67571,9069.77939,1440.57613,582.81527,172.9515,4935.13252,NOT_OCD,NOT_MII,0.03,0.03,0,0,0,0,0.03,0,16.42,0.23
D,DISPATCH,PRICE,5,"2026/06/10 04:30:00",1,VIC1,20260610006,0,-5.11648,0,-5.11648,0,0,"2026/06/10 04:25:08",0.04,0.04,0,0.03,0.03,0,0.02,0.02,0,1,1,0,0,0,0,0.01,0.01,0,0.01,0.01,0,0.1,0.1,0,FIRM,-5.11648,0.04,0.03,0.02,1,0,0.01,0.01,0.1,81146.35177,95.79321,78.09,38.54,6694.78091,26.08,93.74472,34.12172,2897.32271,NOT_OCD,NOT_MII,0.03,0.03,0,0,0,0,0.03,0,53.81,1.68
D,DISPATCH,PRICE,5,"2026/06/10 04:35:00",1,NSW1,20260610007,0,68.68041,0,68.68041,0,0,"2026/06/10 04:30:09",0.04,0.04,0,0.03,0.03,0,0.02,0.02,0,0.2,0.2,0,0.03,0.03,0,0.03,0.03,0,0.02,0.02,0,0.1,0.1,0,FIRM,68.68041,0.04,0.03,0.02,0.2,0.03,0.03,0.02,0.1,137714.42343,95.79321,78.09,38.55,6693.98091,26.01,93.39472,34.13172,2897.41271,NOT_OCD,NOT_MII,0.03,0.03,0,0,0,0,0.03,0,53.8,1.68
D,DISPATCH,PRICE,5,"2026/06/10 04:35:00",1,QLD1,20260610007,0,64.95,0,64.95,0,0,"2026/06/10 04:30:09",0.04,0.04,0,0.03,0.03,0,0.02,0.02,0,0.2,0.2,0,0.38,0.38,0,0.28,0.28,0,0.02,0.02,0,0.1,0.1,0,FIRM,64.95,0.04,0.03,0.02,0.2,0.38,0.28,0.02,0.1,128014.77242,90.54321,70.4,36.61,6692.11091,380.35275,417.20563,66.47933,2929.76032,NOT_OCD,NOT_MII,0.03,0.03,0,0.1,0.1,0,0.03,0.1,53.75,46.52
D,DISPATCH,PRICE,5,"2026/06/10 04:35:00",1,SA1,20260610007,0,-5.13,0,-5.13,0,0,"2026/06/10 04:30:09",0.04,0.04,0,0.03,0.03,0,0.02,0.02,0,0.2,0.2,0,0.03,0.03,0,0.03,0.03,0,0.02,0.02,0,0.1,0.1,0,FIRM,-5.13,0.04,0.03,0.02,0.2,0.03,0.03,0.02,0.1,97780.50394,1590.39151,5428.03016,264.23176,6919.66267,126.91352,392.38779,44.29112,2907.57211,NOT_OCD,NOT_MII,0.03,0.03,0,0,0,0,0.03,0,392.44,2029.95
D,DISPATCH,PRICE,5,"2026/06/10 04:35:00",1,TAS1,20260610007,0,73.60238,0,73.60238,0,0,"2026/06/10 04:30:09",0.38,0.38,0,0.38,0.38,0,0.02,0.02,0,3.46,3.46,0,0.03,0.03,0,0.03,0.03,0,0.02,0.02,0,2.53,2.53,0,FIRM,73.60238,0.38,0.38,0.02,3.46,0.03,0.03,0.02,2.53,162941.8411,8895.66047,815.83423,423.68571,9068.28939,1440.50613,582.46527,172.9615,4935.72252,NOT_OCD,NOT_MII,0.03,0.03,0,0,0,0,0.03,0,16.41,0.23
D,DISPATCH,PRICE,5,"2026/06/10 04:35:00",1,VIC1,20260610007,0,-5.10416,0,-5.10416,0,0,"2026/06/10 04:30:09",0.04,0.04,0,0.03,0.03,0,0.02,0.02,0,0.2,0.2,0,0.03,0.03,0,0.03,0.03,0,0.02,0.02,0,0.1,0.1,0,FIRM,-5.10416,0.04,0.03,0.02,0.2,0.03,0.03,0.02,0.1,81143.427,95.79321,78.09,38.55,6693.98091,26.01,93.39472,34.13172,2897.41271,NOT_OCD,NOT_MII,0.03,0.03,0,0,0,0,0.03,0,53.8,1.68
D,DISPATCH,PRICE,5,"2026/06/10 04:40:00",1,NSW1,20260610008,0,70.44,0,70.44,0,0,"2026/06/10 04:35:08",0.04,0.04,0,0.03,0.03,0,0.02,0.02,0,0.57,0.57,0,0,0,0,0.03,0.03,0,0.01,0.01,0,0.1,0.1,0,FIRM,70.44,0.04,0.03,0.02,0.57,0,0.03,0.01,0.1,137746.35343,95.79321,78.1,38.55,6687.74091,26,93.33472,34.13172,2896.51271,NOT_OCD,NOT_MII,0.03,0.03,0,0,0,0,0.03,0,53.79,1.68
D,DISPATCH,PRICE,5,"2026/06/10 04:40:00",1,QLD1,20260610008,0,66.30379,0,66.30379,0,0,"2026/06/10 04:35:08",0.04,0.04,0,0.03,0.03,0,0.02,0.02,0,0.57,0.57,0,0.29,0.29,0,0.28,0.28,0,0.03,0.03,0,0.12,0.12,0,FIRM,66.30379,0.04,0.03,0.02,0.57,0.29,0.28,0.03,0.12,128014.24617,90.54321,70.41,36.61,6685.87091,380.63275,417.39563,66.49933,2928.88032,NOT_OCD,NOT_MII,0.03,0.03,0,0.01,0.01,0,0.03,0.01,53.74,46.53
D,DISPATCH,PRICE,5,"2026/06/10 04:40:00",1,SA1,20260610008,0,-3,0,-3,0,0,"2026/06/10 04:35:08",0.04,0.04,0,0.03,0.03,0,0.02,0.02,0,0.57,0.57,0,0,0,0,0.03,0.03,0,0.01,0.01,0,0.1,0.1,0,FIRM,-3,0.04,0.03,0.02,0.57,0,0.03,0.01,0.1,97779.50394,1590.39151,5428.04016,264.23176,6913.42267,126.90352,392.32779,44.29112,2906.67211,NOT_OCD,NOT_MII,0.03,0.03,0,0,0,0,0.03,0,392.43,2029.95
D,DISPATCH,PRICE,5,"2026/06/10 04:45:00",1,QLD1,20260610009,0,66.55018,0,66.55018,0,0,"2026/06/10 04:40:09",0.04,0.04,0,0.03,0.03,0,0.02,0.02,0,1,1,0,0.29,0.29,0,0.28,0.28,0,0.03,0.03,0,0.03,0.03,0,FIRM,66.55018,0.04,0.03,0.02,1,0.29,0.28,0.03,0.03,128008.04635,90.54321,70.41,36.62,6680.06091,380.89275,417.58563,66.51933,2928.54032,NOT_OCD,NOT_MII,0.03,0.03,0,0.01,0.01,0,0.03,0.01,53.73,46.53
D,DISPATCH,PRICE,5,"2026/06/10 04:40:00",1,TAS1,20260610008,0,75.73132,0,75.73132,0,0,"2026/06/10 04:35:08",0.38,0.38,0,0.38,0.38,0,0.02,0.02,0,3.46,3.46,0,0,0,0,0.03,0.03,0,0.01,0.01,0,2.53,2.53,0,FIRM,75.73132,0.38,0.38,0.02,3.46,0,0.03,0.01,2.53,162942.92328,8895.66047,815.83423,423.68571,9066.79939,1440.49613,582.40527,172.9615,4936.31252,NOT_OCD,NOT_MII,0.03,0.03,0,0,0,0,0.03,0,16.4,0.23
D,DISPATCH,PRICE,5,"2026/06/10 04:40:00",1,VIC1,20260610008,0,-3.08316,0,-3.08316,0,0,"2026/06/10 04:35:08",0.04,0.04,0,0.03,0.03,0,0.02,0.02,0,0.57,0.57,0,0,0,0,0.03,0.03,0,0.01,0.01,0,0.1,0.1,0,FIRM,-3.08316,0.04,0.03,0.02,0.57,0,0.03,0.01,0.1,81142.55569,95.79321,78.1,38.55,6687.74091,26,93.33472,34.13172,2896.51271,NOT_OCD,NOT_MII,0.03,0.03,0,0,0,0,0.03,0,53.79,1.68
D,DISPATCH,PRICE,5,"2026/06/10 04:45:00",1,NSW1,20260610009,0,70.71009,0,70.71009,0,0,"2026/06/10 04:40:09",0.04,0.04,0,0.03,0.03,0,0.02,0.02,0,1,1,0,0,0,0,0.01,0.01,0,0.01,0.01,0,0.01,0.01,0,FIRM,70.71009,0.04,0.03,0.02,1,0,0.01,0.01,0.01,137778.55352,95.79321,78.1,38.56,6681.93091,25.97,93.25472,34.13172,2896.15271,NOT_OCD,NOT_MII,0.03,0.03,0,0,0,0,0.03,0,53.78,1.67
D,DISPATCH,PRICE,5,"2026/06/10 04:45:00",1,SA1,20260610009,0,-3,0,-3,0,0,"2026/06/10 04:40:09",0.04,0.04,0,0.03,0.03,0,0.02,0.02,0,1,1,0,0,0,0,0.01,0.01,0,0.01,0.01,0,0.01,0.01,0,FIRM,-3,0.04,0.03,0.02,1,0,0.01,0.01,0.01,97776.5922,1590.39151,5428.04016,264.24176,6907.61267,126.87352,392.24779,44.29112,2906.31211,NOT_OCD,NOT_MII,0.03,0.03,0,0,0,0,0.03,0,392.42,2029.94
D,DISPATCH,PRICE,5,"2026/06/10 04:45:00",1,TAS1,20260610009,0,75.69747,0,75.69747,0,0,"2026/06/10 04:40:09",0.38,0.38,0,0.38,0.38,0,0.02,0.02,0,3.46,3.46,0,0,0,0,0.01,0.01,0,0.01,0.01,0,2.53,2.53,0,FIRM,75.69747,0.38,0.38,0.02,3.46,0,0.01,0.01,2.53,162941.72703,8895.66047,815.83423,423.69571,9065.30939,1440.46613,582.32527,172.9615,4936.90252,NOT_OCD,NOT_MII,0.03,0.03,0,0,0,0,0.03,0,16.39,0.22
D,DISPATCH,PRICE,5,"2026/06/10 04:45:00",1,VIC1,20260610009,0,-3.11509,0,-3.11509,0,0,"2026/06/10 04:40:09",0.04,0.04,0,0.03,0.03,0,0.02,0.02,0,1,1,0,0,0,0,0.01,0.01,0,0.01,0.01,0,0.01,0.01,0,FIRM,-3.11509,0.04,0.03,0.02,1,0,0.01,0.01,0.01,81139.5406,95.79321,78.1,38.56,6681.93091,25.97,93.25472,34.13172,2896.15271,NOT_OCD,NOT_MII,0.03,0.03,0,0,0,0,0.03,0,53.78,1.67
D,DISPATCH,PRICE,5,"2026/06/10 04:50:00",1,NSW1,20260610010,0,67.98,0,67.98,0,0,"2026/06/10 04:45:04",0.04,0.04,0,0.03,0.03,0,0.02,0.02,0,1,1,0,0.01,0.01,0,0.01,0.01,0,0.01,0.01,0,0.32,0.32,0,FIRM,67.98,0.04,0.03,0.02,1,0.01,0.01,0.01,0.32,137807.80003,95.80321,78.12,38.57,6679.49091,25.95,92.90472,34.13172,2896.10271,NOT_OCD,NOT_MII,0.03,0.03,0,0,0,0,0.03,0,53.77,1.67
D,DISPATCH,PRICE,5,"2026/06/10 04:50:00",1,QLD1,20260610010,0,62.58081,0,62.58081,0,0,"2026/06/10 04:45:04",0.04,0.04,0,0.03,0.03,0,0.02,0.02,0,1,1,0,1,1,0,1,1,0,0.03,0.03,0,0.34,0.34,0,FIRM,62.58081,0.04,0.03,0.02,1,1,1,0.03,0.34,127998.12716,90.55321,70.43,36.63,6677.62091,381.86275,418.22563,66.53933,2928.51032,NOT_OCD,NOT_MII,0.03,0.03,0,0.01,0.01,0,0.03,0.01,53.72,46.54
D,DISPATCH,PRICE,5,"2026/06/10 04:50:00",1,SA1,20260610010,0,-3.01,0,-3.01,0,0,"2026/06/10 04:45:04",0.04,0.04,0,0.03,0.03,0,0.02,0.02,0,1,1,0,0.01,0.01,0,0.01,0.01,0,0.01,0.01,0,0.32,0.32,0,FIRM,-3.01,0.04,0.03,0.02,1,0.01,0.01,0.01,0.32,97775.5822,1590.40151,5428.06016,264.25176,6905.17267,126.85352,391.89779,44.29112,2906.26211,NOT_OCD,NOT_MII,0.03,0.03,0,0,0,0,0.03,0,392.41,2029.94
